rule_id|current_script|pattern|objectclass|proposed_script|confidence
A-A-CertMD4Root|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertMD5Root|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertSHA0Intermediate|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertSHA0Root|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertSHA1Intermediate|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertSHA1Root|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertTempAgent|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Templates.xml|certificate_template|Collect-ADCS.ps1|MEDIUM
A-A-CertTempAnyone|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Templates.xml|certificate_template|Collect-ADCS.ps1|MEDIUM
A-A-CertTempAnyPurpose|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Templates.xml|pKICertificateTemplate|Collect-ADCS.ps1|MEDIUM
A-A-CertTempCustomSubject|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Templates.xml|certificate_template|Collect-ADCS.ps1|MEDIUM
A-A-CertTempNoSecurity|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Templates.xml|certificate_template|Collect-ADCS.ps1|MEDIUM
A-A-CertWeakDSA|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertWeakRSA|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertWeakRSA2|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-CertWeakRSAComponent|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-DCCoerce|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-DCLdapsChannelBinding|Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain controllers.xml|domain_controller|Collect-ADUptimeAndVersion.ps1|MEDIUM
A-A-DCLdapSign|Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain controllers.xml|domain_controller|Collect-ADUptimeAndVersion.ps1|MEDIUM
A-A-DCLdapsProtocol|Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain controllers.xml|domain_controller|Collect-ADUptimeAndVersion.ps1|MEDIUM
A-DCRefuseComputerPwdChange|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-GPOCredentialDelegation|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|groupPolicyObject|Collect-GPOSettings.ps1|MEDIUM
A-A-GPONoDCFilter|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_link|Collect-GPOSettings.ps1|MEDIUM
A-A-GUEST|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-HardenedPaths-GPO-Disabled|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path}|Collect-GPOSettings.ps1|MEDIUM
A-A-HardenedPaths-NETLOGON-Integrity|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path}|Collect-GPOSettings.ps1|MEDIUM
A-A-HardenedPaths-NETLOGON-Missing|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain}|UNKNOWN|LOW
A-A-HardenedPaths-NETLOGON-MutualAuth|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path}|Collect-GPOSettings.ps1|MEDIUM
A-A-HardenedPaths-Privacy-NotSet|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path}|Collect-GPOSettings.ps1|MEDIUM
A-A-HardenedPaths-SYSVOL-Integrity|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path|Collect-GPOSettings.ps1|MEDIUM
A-A-HardenedPaths-SYSVOL-Missing|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain}|UNKNOWN|LOW
A-A-HardenedPaths-SYSVOL-MutualAuth|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_hardened_path|Collect-GPOSettings.ps1|MEDIUM
A-A-InactiveServers|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-KerberosEncryption|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-Krbtgt|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-LAPS-Joined-Computers|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-A-LAPS-Not-Installed|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain|NEED_NEW_COLLECTOR|LOW
A-A-LDAPSigningDisabled|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-LimitBlankPasswordUse|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-LMHash|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-LMHashAuthorized|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-MachineAccountQuota|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domainDNS|NEED_NEW_COLLECTOR|LOW
A-A-MD2IntermediateCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate}|Collect-ADCS.ps1|MEDIUM
A-A-MD2RootCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate}|Collect-ADCS.ps1|MEDIUM
A-A-MD4IntermediateCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml||UNKNOWN|LOW
A-A-MD4RootCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate}|Collect-ADCS.ps1|MEDIUM
A-A-MD5IntermediateCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml||UNKNOWN|LOW
A-A-MD5RootCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-MembershipEveryone|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_local_membership|Collect-GPOSettings.ps1|MEDIUM
A-A-MinPasswordLen|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-MinPwdLen|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-NoGPOLLMNR|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-NoNetSessionHardening|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-NoServicePolicy|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-A-NotEnoughDC|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-A-PasswordChange-InactiveDC|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-PasswordChange-PrivilegedAccounts|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-PreWin2000Anonymous|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain|NEED_NEW_COLLECTOR|LOW
A-A-PwdGPO|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpp_password|Collect-GPPPasswords.ps1|HIGH
A-A-ReversiblePassword|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-ReversiblePwd|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_password_policy|Collect-GPOSettings.ps1|MEDIUM
A-A-RootDseAnonBinding|Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain controllers.xml|domaincontroller|Collect-ADUptimeAndVersion.ps1|MEDIUM
A-S-ADDS-JumpServer-Missing|scripts/collect/active_directory/Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain.xml|domain|NEED_NEW_COLLECTOR|LOW
A-S-ADDS-LAPS-NotDeployed|scripts/collect/active_directory/Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-ADDS-PasswordNeverExpires|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-ADDS-ServiceUnconstrainedDelegation|scripts/collect/active_directory/Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-ADDS-WDigestEnabled|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|registry_value|Collect-GPOSettings.ps1|MEDIUM
A-A-ServersPwdNoChange45|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-SHA0IntermediateCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml||UNKNOWN|LOW
A-A-SHA0RootCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-SHA1RootCert|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_PKI Authorities.xml|trusted_certificate|Collect-ADCS.ps1|MEDIUM
A-A-SIDHistoryPresent|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml||UNKNOWN|LOW
A-A-SmartcardPwdExpire|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domainDNS|NEED_NEW_COLLECTOR|LOW
A-A-SmartCardPwdRotation|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain|NEED_NEW_COLLECTOR|LOW
A-A-SmartCardRequired|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-A-UnixPwd|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-WIN-Audit-SensitivePrivilegeUse-SuccessOnly|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|advanced_audit_policy|Collect-GPOAuditSettings.ps1|MEDIUM
A-P-ADMINPWD-TOO-OLD|active_directory/Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-ControlPathIndirectMany|active_directory/Collect-ADCompleteTaxonomy.ps1|*_ACL_*.xml|control_path|NEED_NEW_COLLECTOR|LOW
A-P-DangerousExtendedRight|active_directory/Collect-ADCompleteTaxonomy.ps1|*_ACL_*.xml|delegation|Collect-Delegations.ps1|HIGH
A-P-Delegated|Collect-ADCompleteTaxonomy.ps1|*_ACL_*.xml|delegation|Collect-Delegations.ps1|HIGH
A-P-DelegationA2D2|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml||UNKNOWN|LOW
A-P-DelegationDCa2d2|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-DelegationEveryone|Collect-ADCompleteTaxonomy.ps1|*_ACL_*.xml|delegation|Collect-Delegations.ps1|HIGH
A-P-DelegationSourceDeleg|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-DelegationT2A4D|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml||UNKNOWN|LOW
A-P-DelegationT4D|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml||UNKNOWN|LOW
A-P-DisplaySpecifier|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_*.xml|display_specifier|Collect-DisplaySpecifier.ps1|HIGH
A-P-Inactive|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-PrivilegedPasswordNeverExpires|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-PrivilegeEveryone|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_privilege|Collect-GPOUserRights.ps1|HIGH
A-P-ProtectedUsers|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-P-RecoveryModeUnprotected|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-P-UnconstrainedDelegation|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml||UNKNOWN|LOW
A-P-UnknownDelegation|Collect-ADCompleteTaxonomy.ps1|*_ACL_*.xml|delegation|Collect-Delegations.ps1|HIGH
A-S-ADRegistration|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml||UNKNOWN|LOW
A-S-AesNotEnabled|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml||UNKNOWN|LOW
A-S-AesNotEnabled-Computer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-AesNotEnabled-User|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-C-PrimaryGroup|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
S-DCMissingConfigObjects|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
S-DCMissingDelegation|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-DCRegistration|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-DCSubnetMissing|Collect-ADCompleteTaxonomy.ps1|*_DATA_Domain controllers.xml|domain_controller|Collect-ADUptimeAndVersion.ps1|MEDIUM
S-S-DefaultOUChanged|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|default_ou_redirect|UNKNOWN|LOW
S-S-DefenderASR|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_defender_asr|Collect-GPOSettings.ps1|MEDIUM
S-DefenderASR-Block|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_defender_asr|Collect-GPOSettings.ps1|MEDIUM
A-S-DefenderASR-Critical|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|defender_asr_rule|Collect-GPOSettings.ps1|MEDIUM
S-S-DefenderASR-Office|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|defender_asr_rule|Collect-GPOSettings.ps1|MEDIUM
S-S-DefenderASR-Preview|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_defender_asr|Collect-GPOSettings.ps1|MEDIUM
A-S-DefenderASR-Scripts|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|defender_asr_rule|Collect-GPOSettings.ps1|MEDIUM
A-S-DesEnabled-Computer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-DesEnabled-User|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-DESPresent|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml||UNKNOWN|LOW
S-S-DomainAdminsUpdated|Collect-ADCompleteTaxonomy.ps1|*_DATA_Groups.xml|group|NEED_NEW_COLLECTOR|LOW
S-S-FolderOptions|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_folder_option_missing|Collect-GPOSettings.ps1|MEDIUM
A-S-InactiveComputer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-InactiveDC|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-Inactive|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-KerberosArmoring|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-S-KerberosArmoringDC|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
S-KerberosWeakEncryptionDC|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_lsa_policy|Collect-GPOSettings.ps1|MEDIUM
A-S-MS14-068|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
S-S-MS17-010|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-NoPreAuth-Computer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-NoPreAuth-User|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-NoPreAuthAdmin-Computer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-NoPreAuthAdmin-User|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-OldNtlm|Collect-ADCompleteTaxonomy.ps1|*_DATA_GPO.xml|gpo_policy|Collect-GPOSettings.ps1|MEDIUM
A-S-PwdLastSet-45|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-PwdLastSet-90|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-PwdLastSet-DC|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
S-S-PwdLastSetCluster|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-PwdNeverExpires-Aggregate|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-PwdNeverExpires-Aggregate-10|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-PwdNeverExpires-Aggregate-20|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-PwdNeverExpires-Aggregate-50|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-PwdNeverExpires-Individual|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-PwdNotRequired|Collect-ADCompleteTaxonomy.ps1|CONFIGURATION_DATA_Directory Service.xml|domain_config|NEED_NEW_COLLECTOR|LOW
A-S-Reversible-Computer|Collect-ADCompleteTaxonomy.ps1|*_DATA_Computers.xml|computer|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-Reversible-User|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
A-S-ReversiblePassword|Collect-ADCompleteTaxonomy.ps1|*_DATA_Users.xml|user|Collect-ADObjectsSecurityAttributes.ps1|MEDIUM
